lastto:G:3059
0 1
1 1
2 1
3 0
4 1
5 1
6 1
7 1
8 0
9 0
10 0
11 0
12 1
13 0
14 1
15 0
17 0
16 1
19 0
18 1
21 0
20 0
23 1
22 1
25 0
24 1
27 1
26 1
29 1
28 1
31 0
30 1
34 1
35 1
32 1
33 0
38 1
39 1
36 0
37 0
3049 0
3051 0
3050 0
3053 0
3052 0
3055 1
3054 1
3056 0
3057 0
3058 0
3059 0
6340 1
4730 0
4731 0
6341 1
6342 0
6343 1
4734 0
4735 1
4732 1
6339 1
4733 1
